Sentence	Label
This makes it the top free-to-air television program on Saturday evening, and it's also the most viewed non-drama program in South Korea every week (excluding special sporting events, since November 2006, with the exception of January 2009, April and May 2010).	0
He began his musical studies in his country (Venezuela) and continued in Germany and Poland, at the European Mozart Academy.	0
In the case of Paris, the urban area is divided in about 420 different munipalities (nearly as many as in the whole Belgium).	0
In Greece and Cyprus, sesame seed candy is called pasteli and is generally a flat, oblong bar made with honey and often including nuts.	0
The bridge carries the Waterloo to Reading Line and all trains serving its spur, the Weybridge or Chertsey Branch which connects this line to the four-track South Western Main Line running from London Waterloo to the far south-west, merging with the Devon and Cornwall main line.	0
Howe is an unincorporated community in Nemaha County, Nebraska, in the United States.	0
Initially the school was established to provide a British style education for the children of expatriates working in Seychelles on temporary contract.	0
After graduation from the National Theatre School, he and his wife spent a year interning with theatre companies in both Northern Ireland and the Republic of Ireland.	0
Acacia flexifolia, commonly known as bent-leaf wattle, is a shrub species that is endemic to eastern Australia.	0
Syria remained the Umayyads' main power base thereafter, and Damascus was their capital.	0
Most Southern African import and export commodities are handled through South Africa's six largest ports: Richards Bay, Durban, Saldanha, Cape Town, Port Elizabeth and East London.	0
At first, the twinned models were assembled by Ford in the US for North American consumption, with Mazda in Japan supplying cars for other markets.	0
Mathews won some support for his studies outside Australia.	0
It originated from Uruguay and Argentina in the mid-1940s, with apparent characteristics of simplicity and implications that are often unforeseeable and absolutely involving.	0
José Francisco Razzano born in Montevideo, near Plaza Independencia, on February 25, 1887.	0
Based in Beirut, Lebanon 1964-66, he published photographs and articles on subjects such as the Kurds of Iraq in Life, the Sunday Times, Geographical Magazine and others.	0
Franco Forini (born 22 September 1958 in Muralto) is a former racing driver from Switzerland.	0
It is the third highest peak in Romania after Moldoveanu Peak (2544m) and Negoiu Peak (2535m).	0
MiniDisc was announced by Sony in September 1992 and released that November for sale in Japan and in December in Europe, Canada, the USA and other countries.	0
By 1916, it was the largest oil company in Russia, producing 76 million poods of oil.	0
He also won the team championship in 1939 in Cairo.	0
Measuring almost four meters in width, Ecclesia militans is one of the largest icons ever produced in medieval Russia.	0
William Nessen, an American freelance journalist, travels to Aceh, Indonesia to cover the conflict which was taking place there at the time.	0
The first crowned Holy Roman Empress since the mid-15th century, she was responsible from the moving of the Imperial court from Prague to Vienna, which became one of the centers of European culture.	0
Armando Costa, also known as Rilhas, was born in 1949 in the village of Bombarral in central Portugal.	0
His father, John Bird was a London goldsmith with ancestral roots in Cheshire, England.	0
She was one of the first locomotives to be built in Germany.	0
After he had finished his secondary edition he immigrated to Australia where he stayed until 1969.	0
At the time of the 1991 Nepal census it had a population of 2,891 and had 530 houses in the village.	0
The line was first authorised in 1866, and was a proposed single line to connect Soho on the Great Western Railway Birmingham to Wolverhampton route with Lapal, on a proposed line from Halesowen to Bromsgrove, with a connection to the London and North Western Railway (LNWR) near Monument Lane.	0
Amalia wrote a song book which is currently found in the German national library in Berlin, with copies in the public library of Frankfurt and the university library of Frankfurt.	0
After primary, Lesedi then went to Wendywood high school in Sandton, Gauteng, South Africa then later completing his matriculation at Lighthouse Christian College Brits North West, South Africa..	0
Its fake covers of prominent newspaper were sensational media pranks; the authors even distributed a fake Pravda in Russia during communist rule.	0
Born in Wrentham, Suffolk, the son of Reverend Andrew Ritchie, he was educated at University College, London.	0
Traveling to Rome in 1619, he also would have been exposed to the influence of Caravaggio and his followers.	0
He served in the United States military during the Korean War.	0
This marine species occurs in the Caribbean Sea off Colombia.	0
Their self-titled debut album made a strong impression in the UK, as well as in Australia and New Zealand.	0
Harvard School (pre Harvard-Westlake) was named after John Harvard of Southwick, borough of London.	0
Detremmerie was born in Mouscron, traditionally a French speaking textile manufacturing town sandwiched between the frontier with France to the south, and the Dutch language frontier to the north, in the western part of occupied Belgium.	0
Hope For The Warriors is a national nonprofit organization in the United States that provides assistance to combat wounded service members, their families, and families of those killed in action.	0
In 1978 it began to be marketed in France for patients at high risk for thrombotic events: postoperative cardiac patients, patients undergoing hemodialysis, peripheral vascular disease, and the prevention of strokes and ischemic heart disease.	0
Born in Australia in November 1956, Delacy has been part of the Hong Kong broadcasting industry since 1979.	0
The Grand National Party of President Lee Myung-bak won a majority of seats in the National Assembly of South Korea.	0
Before the Syrian war, Homs was a major industrial centre, and with a population of at least 652,609 people in 2004, it was the third largest city in Syria after Aleppo to the north and the capital Damascus to the south.	0
Same-sex sexual acts are illegal in Antigua and Barbuda.	0
Kerala Iyers, like the Iyers of Tamil Nadu and the Nambudiris of Kerala, belonged to the Pancha-Dravida classification of India's Brahmin community.	0
New York State Route 50 (NY 50) is a 31.67-mile (50.97 km) state highway in the Capital District of New York in the United States.	0
Stephen Parke (born 1950) is a New Zealand physicist.	0
In Bangladesh, where it is known as Ilisha Chandana, it is commercially less important than T. ilisha.	0
There are representatives of different regions of Ukraine.	0
The parish church in the settlement is dedicated to the Assumption of Mary and belongs to the Roman Catholic Archdiocese of Ljubljana.	0
From the 1800s it was a center of Hermanos' religious activity, based upon practices that originated in Spain.	0
Uganda's 60 conservation protected areas harbor populations of numerous critically endangered species.	0
She currently lives in the village of Achui, in Guri, outside of the hustle and bustle of Seoul.	0
Prince August died at the age of 41 of pneumonia at the Royal Palace of Stockholm, Stockholm.	0
The route starts at the Canada/US Border in a densely wooded area near King Brook Lake.	0
The first Long Night of Museums took place in Berlin in 1997.	0
It grows in areas with low levels of rainfall and its range extends southwards from Arizona, Texas and New Mexico in the United States into Mexico.	0
The Riverland Football League is an Australian rules football league located in South Australia's Riverland region.	0
While travelling home in 1945 he was summoned to return to France to attend General Patton, at the request of Patton's wife, after the car accident that caused Patton's death.	0
The southern border is shared with Brazil and the northern border is the Atlantic coast.	0
The impacts of climate change in Australia will be complex and to some degree uncertain, but increased foresight may enable the country to safeguard its future through planned mitigation and adaptation.	0
It is known as Daungdana in Myanmar, Trey Palung in Cambodia, Bhing in Maharashtra, Palwa in Gujarat, and Seriya in Sri Lanka.	0
Syria is located in the Middle East at the eastern end of the Mediterranean Sea.	0
Before 1772 the area was part of Kingdom of Poland, Prussia and Germany.	0
After emigrating to Brazil via Italy in the 1950s, he settled in Rio de Janeiro.	0
Burnside is a suburb of Christchurch, New Zealand, located southeast of Christchurch International Airport.	0
She left Chile for ustralia when she was four-years-old, along with her mother, brother and sister.	0
He was then transferred to III Amphibious Corps, which was preparing for the planned invasion of Japan.	0
Gulian was born in Marash in Western Armenia then part of Ottoman Empire, immigrated to the United States at a young age, and grew up in Newton, Massachusetts.	0
The concept has been very well received, and since then the number of participating institutions and exhibitions has risen dramatically, spreading to over 120 other cities throughout Europe, as well as elsewhere, in Argentina and the Philippines.	0
Ruffus was an indie rock band from Estonia that was originally known as Claire's Birthday.	0
Bennihalli is a village in Belgaum district in the southern state of Karnataka, India.	0
He is the Minister of Fisheries and Marine Resources of Somalia, having been appointed to the position on 27 January 2015 by Prime Minister Omar Abdirashid Ali Sharmarke.	0
Athletes from Philippines won total seven medals, and finished at the 21st spot, tied with Syria in a medal table.	0
Tokko's original soundtrack was released in stores across Japan on June 28, 2006 as part of its release with the TOKKO TV series.	0
It was located in Rindge, New Hampshire, United States, on a working organic farm with 142 acres (0.57 km2) of field and forest.	0
During the occupation of Norway by Germany he was imprisoned in Grini concentration camp from 13 to 21 January 1942.	0
Richard T. McCrea and William A. S. Sarjeant published a paper describing new bird and mammal ichnotaxa from the Gates Formation in Alberta, Canada.	0
The Datsuns toured Australia in 2002 with Melbourne band The Specimens and The Casanovas as well as playing a live to air on PBS radio.	0
Sarah Culberson (born 1976) is a biracial American woman of Mende ancestry from Sierra Leone on her father's side.	0
It passes through the towns of Dmitrov and Yakhroma, crossing the Moscow-Volga Canal on its way.	0
Some residents left the village for Ukraine at that time.	0
The Sahamalaza sportive lemur (Lepilemur sahamalazensis) is a sportive lemur endemic to Madagascar.	0
Its population reflects Syria's general religious diversity, composed of Sunni and Alawite and Christian.	0
Returning to San Francisco in 1969, Carter turned to longer-term projects.	0
James Coleman (born 16 November 1968) is a New Zealand television presenter, radio host and actor.	0
It is found from eastern Russia to the eastern part of the Palearctic ecozone.	0
Metropolitan areas in the United States will continue to grow in size due to a growing population.	0
The type locality for this species is South Africa.	0
Xan Fielding was born at Ootacamund, India, where his father, Alexander James Lumsden Wallace, served in the Indian Army, as a major in the 52nd Sikhs (Frontier Force).	0
FC Magdeburg season was the club's first season in the DDR-Oberliga, East Germany's top football competition, having won promotion thanks to a second-place finish in the 1959 DDR-Liga.	0
Many if not most Brazilians in Suriname work as small-scale gold miners in the town of Albina which has become primarily a base for nomadic gold prospectors.	0
Finally, he was Norwegian ambassador to the United States from 1963 to 1966.	0
A recent IDA survey (circa 2006) showed that more could be done to help Singapore’s small & medium enterprises, or SMEs, tap the power of infocomm technology.	0
They decided to found an advocacy group after Maxwell's husband, Tim Maxwell, was wounded in Iraq and suffered a traumatic brain injury (TBI).	0
"Over 5000 were produced in the United States and the older ""classic"" models are still being built in Japan."	0
He also arranged for the transportation to Egypt of hundreds of Allied soldiers left behind after the evacuation, and now being hidden by the Cretans.	0
He has traveled extensively across India and also abroad in his quest for wild-life photography.	0
In 1966-69 he freelanced from London doing assignments for The New York Times, Women’s Wear Daily, and TWA’s Annual Report.	0
The university's financial program, which was initiated in the 1990s with the support of France's larger banks, was intended to prepare students for middle and back-office positions in the trading departments of financial institutions.	0
Millner was an electoral division of the Legislative Assembly in Australia's Northern Territory.	0
Shodhan scored 45 and 11 in the first Test at Port of Spain against West Indies that followed.	0
Lachen is a municipality in the district of Unterallgäu in Bavaria, Germany.	0
It sends missionaries to Russia, Ukraine, Armenia, Azerbaijan, Tajikistan, Afghanistan, Israel and India.	0
Among his students were Lola Mora and Victor de Pol, who both developed significant public work in Buenos Aires.	0
It was part of the traditional region of Upper Carniola and is now included with the rest of the municipality in the Central Slovenia Statistical Region.	0
The team has just competed in the Suwon Cup in Korea losing 1–0 to Uruguay and South Korea respectively and beating Nigeria 4–3.	0
Also she was a protecting goddess of Rome and the keeper of the sacred name of the city, which might not be pronounced lest it should be revealed to her enemies.	0
After education and vocational training in the U.S. and in Germany Otto K. Eitel volunteered in the Hotel Astor on Times Square in New York, which was founded in the same year by the German emigrants William C. Muschenheim (1855–1918) and Frederick A. Muschenheim, and where his uncle Max Eitel had also volunteered in 1904–1906.	0
Established in Sydney in 1977, the King Living brand currently has 14 showrooms in Australia, as well as international showrooms in New Zealand and Singapore.	0
From 1863 to 1864 he studied in Edinburgh, and he later studied in Copenhagen (1864), Germany (1869) and Stockholm (1879).	0
He defected to Mexico in 2011.	0
The members were Los Angeles drummer Steve Young, and later joined in the UK by bassist Mark Sidgwick.	0
Before 1945 the area was part of Germany (East Prussia).	0
All kickoff times are listed as local time in Moscow (UTC+4).	0
Born in Rotterdam, Netherlands, Zetteler moved to Milwaukee, Wisconsin in 1848.	0
Hypopachus is a genus of microhylid frogs found in the Americas between Costa Rica and the southern United States.	0
Most homicides in Switzerland are considered killings, with the penalty ranging from 5 to 20 years.	0
In 1972, the Pirus were created by teenagers from neighborhoods and young black men returning from Vietnam.	0
"In the United Kingdom, Ireland, New Zealand, and Australia, the word ""raisin"" is reserved for the dark-coloured dried large grape, with ""sultana"" being a golden-coloured dried grape, and ""currant"" being a dried small Black Corinth seedless grape."	0
The work was commissioned by Sveriges Radio Radioteatern, the radio drama department of Sweden's national radio broadcaster.	0
The whole scheme also revealed a need for a small batch of locomotives to maintain connecting services between London (Waterloo) and the unelectrified area of Southampton Docks for the passenger Ocean Liner traffic.	0
Future Force Warrior was a United States military advanced technology demonstration project that was part of the Future Combat Systems project.	0
Malków is a village in the administrative district of Gmina Żarnów, within Opoczno County, Łódź Voivodeship, in central Poland.	0
He was posted to London in March 1944 with responsibility for neurosurgery in the European theatre.	0
Suriname, officially the Republic of Suriname, is a country in northern South America.	0
Works of Piko's was exhibited widely his paintings: Georgia, Austria, Germany, France, UK, Italy, Russia, Greece, Yugoslavia, Sweden Etc.	0
Recoleta is a downtown residential neighborhood in the Autonomous City of Buenos Aires, Argentina; it is an area of great historical and architectural interest, mostly because of the Recoleta Cemetery .	0
Culberson was adopted one year after her birth by a West Virginia couple and was raised in the United States with little knowledge of her ancestry.	0
He made his New Zealand television debut as an actor and writer in satirical sketch show A Week of It, following which he continued to work with that show's stars David McPhail and Jon Gadsby in McPhail & Gadsby and later with McPhail alone in Letter to Blanchy.	0
The area is known in Canada for its orchards, vineyards, wineries and restaurants that feature local produce and wines.	0
It was formally taken in use on 30 June 2005 by the Director of the West Siberian Railway as the 23rd children's railway of Russia.	0
Her first concert appearances took her to Stuttgart, Frankfurt and Switzerland, and in 1867 she became acclaimed for her interpretation of Liszt's piano music at the Leipzig Gewandhaus.	0
The remaining five ships were relocated to Montenegro, entering service with the new FR Yugoslav Navy, with three of them being decommissioned in the early 2000s.	0
It was hosted in several cities in Finland from September 25 to October 2, 1977, with the final round held in Tampere.	0
As SR 338 heads down from the summit, it passes between the Wellington Hills to the west and the Pine Grove Hills to the east.	0
Knockholt is also the only part of this Kent Hundred that is in Kent today, although both would not have been true whilst Knockholt was in the London Borough of Bromley between 1965 and 1969.	0
During the siege of Jerusalem in the Great Jewish Revolt, he argued in favour of peace; according to the Talmud, when he found the anger of the besieged populace to be intolerable, he arranged a secret escape from the city inside a coffin, so that he could negotiate with Vespasian (who, at this time, was still just a military commander).	0
Heisch was born June 10, 1872 in Latendorf, Germany, and after entering the marine corps he was sent as a private to China to fight in the Boxer Rebellion.	0
South of this is the Homs Gap, beyond which are Mount Lebanon and the Anti-Lebanon Mountains which separate Syria from Lebanon.	0
On 13 August 1967, an RVAH-12 RA-5C, BuNo 151634, was shot down over North Vietnam.	0
"Anna ""Annie"" Moore (April 24, 1874 - December 6, 1924) was an Irish emigrant to the United States in 1892."	0
It also serves as a regional hospital for Norway's Health Region East, which includes Oslo, Hedmark, Oppland, Akershus and Østfold counties with a total population of 1.6 million.	0
Egypt is regarded as the place of origin.	0
He plays for Liberty Professionals in the Glo Premier League of Ghana.	0
It was built in 36 months on 370,000 square metres in Las Tablas, a growing area between Madrid and Alcobendas.	0
Originally established in Oslo, Norway, in 2001 by four individuals; Tor Erland Fyksen, Jan Grenth, Eirik Holtedahl, and Raimond Pettersen, having raised approx.	0
This marine species occurs in the Mascarene Basin and off Madagascar; off Sri Lanka, the Philippines, in the South China Sea, off Australia and the Fiji Islands.	0
It is found in Botswana, Democratic Republic of the Congo, Malawi, Mozambique, South Africa, Swaziland, Tanzania, Zambia, Zimbabwe, and possibly Lesotho.	0
Macdonald served as Canada's senior trade commissioner in Sri Lanka, the United States of America, and Lebanon in the 1970s.	0
Brito was born and raised in Caracas, Venezuela.	0
The National Progressive Party was a political party in Namibia.	0
Hölstein is a municipality in the district of Waldenburg in the canton of Basel-Country in Switzerland.	0
Also annexed to the Alcazaba was a convent of the Order of Santiago, currently home to the council of the Extremadura community.	0
The bird's range surrounds the Amazon countries into the Andes foothills and higher elevations of upstream river systems, but is not along the Amazon River proper in the central Amazon Basin, or the central upper Basin; it is in Brazil at the river's outlet, and upstream for about 500 km.	0
This party is being held at an artistic London venue with room for approximately 300 people, and is being funded by Ed Saperia, a non-Wikipedian who has a reputation for holding exclusive events all over London.	0
1991 – In Dili, East Timor, Indonesian forces opened fire on student demonstrators protesting the occupation of East Timor, killing at least 250 people.	0
There are currently 14 showrooms located in NSW, Victoria, Queensland, South Australia and Western Australia as well as New Zealand and Singapore.	0
Brazilians in Suriname form a large community consisting mostly of miners.	0
Declaration of the Powers regarding the abolition of the Slave Trade, signed at Vienna.	0
Prior to the establishment of British regime over India and entering a peace treaty with Tibet in 1904 AD, Nepal was interpreted as the main route to Tibet for external trade with other countries.	0
He died in Rome in 1917.	0
The battle ended in a victory for the UN after large numbers of United States (US) and Republic of Korea troops were able to prevent a North Korean division from capturing the mountain area.	0
During World War I, he served in Egypt from 17 November 1914 to 17 July 1915, Aden from 18 July 1915 to 9 September 1915, Egypt from 10 September 1915 to 1 December 1915 and Mesopotamia from 2 December 1915 to 6 May 1916.	0
Hole in the Rock is a narrow and steep crevice in the western rim of Glen Canyon, in southern Utah in the western United States.	0
All of Beijing's expressways, except for the Tongyan Expressway, are interlinked with the 5th Ring Road.	0
The whole scheme also revealed a need for a small batch of locomotives to maintain connecting services between London (Waterloo) and the unelectrified area of Southampton Docks for the passenger Ocean Liner traffic.	0
In Febuary 1931 the couple were having built a low-wing monoplane at Shoreham airport and planned to fly to India where Freeman.	0
The Seekopf is a mountain on the main chain of the Northern Black Forest in Germany between the Upper Rhine Plain and the Murg valley.	0
Rally Costa Smeralda is a rally competition held in Costa Smeralda, a coastal area on the island of Sardinia, Italy.	0
He arrived at the port of New Amsterdam in July, 1639.	0
The son of Villien Valdemar Aagaard and Florence Aagard (née Brooke), Aagaard was born at Norwich in 1932, after his father's family had migrated from Denmark at the time of the rise of Fascism in Germany.	0
As a result of his prominence in the Wellington community he decided to enter local politics.	0
The Rimouski Seignory (French: seigneurie de Rimouski) was a seignory during the French colonisation of New France.	0
Akkaraipattu massacre happened on 19 February 1986 when approximately 80 Sri Lankan Tamil farm workers were allegedly killed by the Sri Lankan Army personnel and their bodies burned in the Eastern Province of Sri Lanka.	0
With the growth of Berlin, the stockades and gates were moved as dictated by circumstances during the following decades.	0
The Haitian occupation of Santo Domingo began two years before her birth, and she grew up under Haitian rule.	0
The popularity of the Gardel-Razzano duo was in crescendo, touring on Uruguay, Brazil, Chile and Spain until 1925 when Razzano left his singing career due to throat problems.	0
Copperlode Dam or Lake Morris is a fresh water reservoir dam servicing the city of Cairns, Queensland, Australia.	0
He was a Fellow of the Royal College of Physicians of both London and Edinburgh.	0
First discovered in 1801 in Mexico, vanadinite deposits have since been unearthed in South America, Europe, Africa, and other parts of North America.	0
It has been used since ancient times by traders, mendicants and pilgrims transiting between Nepal and Tibet.	0
Meanwhile, Australia's coastlines will experience erosion and inundation from an estimated 8–88 cm increase in global sea level.	0
Suriname allegedly has the largest community of Brazilians in any CARICOM nation.	0
It will replace Eilat Airport, handle all civilian flights currently using Ovda Airport, and serve as a diversion airport for Israel's primary airport, Ben Gurion.	0
The Persian army under Shahrbaraz capture the cities of Damascus, Apamea and Emesa.	0
The result was to have a high powered 4-car EMU at the London end pushing trailer units to Bournemouth where the trailers would be detached and then pulled to Weymouth by a push-pull equipped diesel electric locomotive.	0
Nakatsuno Station (中角駅, Nakatsuno-eki) is an Echizen Railway Mikuni Awara Line railway station located in Fukui, Fukui Prefecture, Japan.	0
Maafushi is one of the inhabited islands of Kaafu Atoll and the proposed capital for the Medhu Uthuru Province of the Maldives.	0
Pearl & Dean is now owned by Image Ltd, and controls numerous UK cinema sites including leading multiplex operators such as Empire, Showcase, AMC and represents approximately half of the UK's independent cinemas.	0
Beacon Hill North had a population of 10,693 while Beacon Hill South had a population of 7,312 (18,005 total) according to the Canada 2011 Census.	0
Tired by the commuting between France and Hungary and frustrated by the lack of selections, she decided to fence for France from January 2003.	0
I live in Finland, Region of Kainuu and Municipality of Paltamo.	0
Mercury joins the two on their trip to Athens, intending to put himself between the blushing newlyweds.	0
Athletes from Mongolia succeeded in winning two golds, two silvers and ten bronzes, making total fourteen medals.	0
He once said he is member of BJP and always maintained that India is land of secularism and supported the ethos of India.	0
In the wake of the 2010 Haiti earthquake, UNESCO's World Heritage Program is helping Haiti assess the damage.	0
The women's snowboard halfpipe competition at the 2007 Asian Winter Games in Changchun, China was held on 29 January at the Beida Lake Skiing Resort.	0
Being prohibited from visiting both St. Petersburg and Moscow, Yashvil spent next several years in a compulsory retirement at his estate.	0
Its area has been mostly absorbed by the growth of London; with its name currently referring to the Ruxley district.	0
It is endemic to Ecuador.	0
Live from the Point Depot is the first official release of the band's widely bootlegged New Year's Eve show at Dublin's Point Depot.	0
Armstrong visits New Mexico, where the eighteenth Moon-rocket, to be piloted by George Quinn, is being built under the supervision of the obstructive Ambrose Fothergill.	0
The result was to have a high powered 4-car EMU at the London end pushing trailer units to Bournemouth where the trailers would be detached and then pulled to Weymouth by a push-pull equipped diesel electric locomotive.	0
Garcia v National Australia Bank Ltd was an important case decided in the High Court of Australia on 6 August 1998.	0
It was the last season where two rival football associations from Berlin send their champions to the German championship, with the two merging at the end of the season.	0
Dr. de Capriles was born in Mexico and came to the United States at the age of 13, with no knowledge of English or fencing.	0
On the outbreak of the Irish rebellion in 1641, Richardson left for England, and settled in London, where he died.	0
In 1995 the tower was listed as one of the official historical monuments of France.	0
His parents, Kazimir J. Wistert and Josephine (Shukis) Wistert, immigrated to the United States from Lithuania in 1894 and were married at Chicago in 1907.	0
It was originally routed between US 127 in Castine and its present eastern terminus at SR 49 east of Gordon.	0
Around 3,100 species of flowering plant have been recorded in Syria as well as about 100 gymnosperms.	0
It was an island, cut off from the mainland of Australia and isolated geographically, making it ideal for a Penal Colony, and was rich in timber, a resource useful to the Royal Navy..	0
Many people around Pakistan request their fellows to bring it as it is not widely available in any other part of Pakistan.	0
His father, John Bird was a London goldsmith with ancestral roots in Cheshire, England.	0
Conservation in Uganda is the protection and sustainable use of the country's rich natural resources.	0
Kendall's radio messages alerted Scotland Yard, and Inspector Dew was dispatched to Canada on the faster ship, the White Star Line's SS Laurentic, and arrived in Canada before Montrose.	0
From that time on, the Recoleta has been one of the most stylish and expensive neighborhoods in Buenos Aires, home to private family mansions, foreign embassies, and luxury hotels, including the Alvear Palace Hotel.	0
The company's present focus is on lithium and borax mining operations within Argentina.	0
Tibbetibaba was a great yogi and guru of India.	0
Presumably most ancient and underlying all others, though now confined to certain of the more inaccessible parts of the interior of New Guinea and possibly to some few islands of the Eastern Archipelago, are a number of Negrito or Negrito-like tribes in regard to which we thus far have only the scantiest details.	0
His parents, Thomas and Frances Montoya, were Roman Catholic descendants of eighteenth-century Spanish settlers to New Mexico.	0
She died at Stockdorf, near Munich.	0
Under the supervision of workshop administrator-turned-manager Colin Lazzerini, the ensemble chose the name Loose Tubes and played its first London gig in 1984.	0
Hazembourg is a commune in the Moselle department in Grand Est in north-eastern France.	0
It is found in Europe, including Germany, the Czech Republic and Finland.	0
Almost a month later the ship sank in Canada's Saint Lawrence River after colliding with the SS Storstad, a Norwegian coal freighter with an ice-breaking bow.	0
This image was moved from Wikimedia Commons, as it was found to be likely copyrighted within Australia.	0
Range will continue through Mexico.	0
Darbhanga Lok Sabha constituency is one of the 40 Lok Sabha (parliamentary) constituencies in Bihar state in eastern India.	0
Anna Jóelsdóttir (born 1947) is a contemporary artist of Icelandic heritage, now based in Reykjavik, she is known for sculptural works of painted canvas often created as site specific installations.	0
Ion Popescu-Gopo attended (but never graduated from) the Academy of Fine Arts in Bucharest.	0
He immigrated to Canada, settling in Toronto in 1968 at the age of 18.	0
He left Ireland before the Rebellion of 1641 and died in London on 11 August 1654.	0
At Harvard, Vir trained as a method actor for six months and performed eight plays with the Moscow Arts Theatre.	0
She had been sailing from Lisbon to Liverpool when Musette captured her.	0
During that time he was also the military governor of Hawaii (which was at that time still a US Territory) and Commanding General of U.S. Army Forces in the Pacific Ocean Areas.	0
As of 2001 India census Kuneran had population of 1500.	0
His only for the under-21 side arrived on 17 November 1998, in a 0–0 friendly draw against Italy in Benevento.	0
Following the arrival of Palestinian refugees into Jordan after the 1948 Arab-Israeli War, she led national relief efforts to help the tens of thousands of refugees.	0
Azzate is a town and comune located in the province of Varese, in the Lombardy region of northern Italy.	0
Ombaka National Stadium is a multi-use stadium in Benguela, Angola.	0
The choir tours regularly and since 2002 has performed in France, Germany, Iceland, Ireland, Italy, Latvia, the Netherlands, Portugal, Russia, Spain and Ukraine.	0
This category contains the native flora of Gabon as defined by the World Geographical Scheme for Recording Plant Distributions.	0
"Commercially, ""What It Feels Like for a Girl"" was successful in most music charts around the world, peaking inside the top ten in over ten countries, including Australia, Canada, Denmark, Finland, Japan and the United Kingdom."	0
In December 2008, Russian warships visited Nicaragua at the invitation of president Daniel Ortega, although Wilfredo Navarro of the opposition Constitutionalist Liberal Party said that without parliamentary approval the naval visit would be a breach of the Constitution.	0
The law of Luxembourg is civil law.	0
The VI Corps of the Seventh Army linked up with the US Fifth Army, which fought through Italy, in the Alps as the Third Army advanced into Austria and Czechoslovakia, where it linked up with Soviet forces advancing from the east.	0
Falconara Marittima is a seaside resort on the Adriatic coast, in Italy, located 9 kilometres (5.6 mi) north of Ancona, in the Marche region, province of Ancona.	0
IOCC is one of few agencies still working inside Syria, and continues to support one of the largest humanitarian networks on the ground in the country.	0
The Monaco event has grown over the last 10 years - the event now takes over the whole of the Le Méridien Beach Plaza Hotel for the entire race weekend.	0
It is partially set in the (tribal) area between Pakistan and Afghanistan.	0
"It was during Ottoman rule that the term ""Greater Syria"" was coined to designate the approximate area included in present-day Lebanon, Syria, Jordan, the Palestinian Territories and Israel."	0
Although the film was originally a television documentary, produced for SBS in Australia, it has since been shown around the world at film festivals and presentations on the subject.	0
The range extends from westernmost Texas, United States (where it is restricted to the Chisos and Davis Mountains), south through much of Mexico, occurring widely along the Sierra Madre Oriental and Sierra Madre Occidental ranges, and more rarely in the eastern Eje Volcánico Transversal range.	0
Nicaragua has an embassy in Moscow.	0
We Were Enchanted was released in April 2008 on Plug Research and Shrug Records and supported with shows in the Netherlands and the American Midwest.	0
She joined Doğuş Group, one of Turkey's leading conglomerates, as the External Affairs Manager in 2006.	0
It is situated in the La Paz Department, Sud Yungas Province, Irupana Municipality, near the border with the Murillo Province, Palca Municipality.	0
He competed at world championships, including the 2006 World Artistic Gymnastics Championships in Aarhus, Denmark.	0
It was a formally described district in French Sudan, but in 1895, the border between Sudan and Senegal was moved to the Faleme River, placing the western portion of the district within Senegal.	0
Ngawha Springs is a small settlement approximately five kilometres east of the town of Kaikohe, Northland in New Zealand.	0
A cupboard in France is probably different from a cupboard in Germany, or in China, or in England etc.	0
NCC works to achieve the direct protection of Canada's most important natural areas through property securement and long-term management and restoration of properties.	0
In 1990, Mexico, along with the government of Colombia, Panama and Venezuela created the Contadora Group to try and mediate in the Central American crises that was gripping the region at the time.	0
German brewer George Rublein immigrated to the United States in the mid-19th century, arriving in Marquette in 1849, not long after the city itself was founded.	0
La Serena was first founded on the orders of Spanish Pedro de Valdivia in order to provide a sea link to maintain permanent contact between Santiago and Lima in the Viceroyalty of Peru.	0
It links Uzen in Kazakhstan with Bereket - Etrek in Turkmenistan and end at Gorgan in Iran's Golestan province.	0
The territory was organized in 1793 to settle the Mohawks who were expelled from the United States after the United States War of Independence.	0
His arrangements of many popular Polish folk tunes, and many originals as well, are those used today by polka bands all over the United States.	0
After emigrating to Brazil via Italy in the 1950s, he settled in Rio de Janeiro.	0
Its tasks were to protect the Presidency, and the national government in Cairo.	0
Arcadia is a small town in Victoria, Australia.	0
myScience is present in Austria, Germany, United Kingdom, and the United States and also maintains an international site.	0
Selmar Aschheim (4 October 1878 – 15 February 1965) was a German gynecologist who was a native resident of Berlin.	0
Australopyrum is a genus of plants in the grass family, native to Australia, New Zealand, and New Guinea.	0
Keeni is a village in Sangaste Parish, Valga County, in southern Estonia.	0
Beacon Hill was a part of the City of Gloucester until it was amalgamated with the new city of Ottawa in 2001.	0
The route, which largely followed present-day Sweetwater Road, connected directly to State Route 3 (now SR 208) on the north end at Wellington, via the Wellington Cutoff, instead of the present northern terminus near.	0
After his return to Lebanon he was assigned for two years as military trainer for cadet officers, then he was sent to the Egyptian Army in Cairo for a military course as antitank missile trainer before serving in the armored corps as commander of Anti-tank Autonomous Unit of the Lebanese Army in Beirut until June 1976.	0
Liberty Township, one of thirteen townships in Butler County, Ohio, United States, is in the east-central part of the county, just south of the city of Monroe.	0
Squam Lake is a lake located in the Lakes Region of central New Hampshire, United States, south of the White Mountains, straddling the borders of Grafton, Carroll, and Belknap counties.	0
In the episode, the Trotters agree to smuggle diamonds from Amsterdam for Boycie.	0
